,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag,dup_id,count_dups,dup_id_pseudo_free,count_dups_pseudo_free,dup_id_mobile_free,count_dups_mobile_free
CDS_NC_011748.1_1429320_1429854_pos,NC_011748.1,EC55989_RS07180,WP_001274715.1,,1429320,1429854,pos,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_706619.3,,EC55989_1384,9,3,5.0,3.0,4.0,3.0
CDS_NC_011748.1_2980677_2982930_neg,NC_011748.1,EC55989_RS29290,WP_000188801.1,,2980677,2982930,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000188800.1,,,10,2,,,,
CDS_NC_011748.1_2982960_2984241_neg,NC_011748.1,EC55989_RS29295,,,2982960,2984241,neg,True,XRE family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_001482862.1,,,10,2,,,,
CDS_NC_011748.1_557545_557910_neg,NC_011748.1,EC55989_RS02620,,,557545,557910,neg,True,helix-turn-helix domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_014543172.1,,EC55989_0517,11,2,,,,
CDS_NC_011748.1_556533_557025_pos,NC_011748.1,EC55989_RS02615,WP_000879780.1,,556533,557025,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000879781.1,,EC55989_0515,11,2,,,,
CDS_NC_011748.1_3211091_3211568_pos,NC_011748.1,EC55989_RS16105,WP_001336167.1,,3211091,3211568,pos,,lytic transglycosylase domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001311103.1,,EC55989_3132,12,2,,,,
CDS_NC_011748.1_3211612_3212245_neg,NC_011748.1,EC55989_RS16110,,,3211612,3212245,neg,True,response regulator transcription factor,,COORDINATES: similar to AA sequence:RefSeq:NP_311739.1,,EC55989_3133,12,2,,,,
CDS_NC_011748.1_838502_839000_pos,NC_011748.1,EC55989_RS04050,WP_001135297.1,rrrD,838502,839000,pos,,lysozyme RrrD,,COORDINATES: similar to AA sequence:RefSeq:NP_415087.1,3.2.1.17,EC55989_0784,13,2,6.0,2.0,5.0,2.0
CDS_NC_011748.1_2690406_2690904_neg,NC_011748.1,EC55989_RS13495,WP_001504512.1,rrrD,2690406,2690904,neg,,lysozyme RrrD,,COORDINATES: similar to AA sequence:RefSeq:NP_415087.1,3.2.1.17,EC55989_2620,13,2,6.0,2.0,5.0,2.0
CDS_NC_011748.1_1756200_1756707_pos,NC_011748.1,EC55989_RS08710,WP_001079482.1,,1756200,1756707,pos,,ferritin-like domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309680.1,,EC55989_1688,14,2,7.0,2.0,6.0,2.0
CDS_NC_011748.1_1458481_1458988_neg,NC_011748.1,EC55989_RS07330,WP_001079509.1,,1458481,1458988,neg,,ferritin-like domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309856.1,,EC55989_1415,14,2,7.0,2.0,6.0,2.0
CDS_NC_011748.1_2307304_2307781_pos,NC_011748.1,EC55989_RS11675,WP_001186773.1,,2307304,2307781,pos,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310830.1,,EC55989_2260,15,4,8.0,4.0,7.0,4.0
CDS_NC_011748.1_3447206_3447683_pos,NC_011748.1,EC55989_RS17265,WP_001388380.1,,3447206,3447683,pos,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310830.1,,EC55989_3363,15,4,8.0,4.0,7.0,4.0
CDS_NC_011748.1_4749751_4750228_neg,NC_011748.1,EC55989_RS23655,WP_001387238.1,,4749751,4750228,neg,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309430.1,,EC55989_4635,15,4,8.0,4.0,7.0,4.0
CDS_NC_011748.1_5001425_5001902_pos,NC_011748.1,EC55989_RS24940,WP_001186165.1,,5001425,5001902,pos,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310830.1,,EC55989_4892,15,4,8.0,4.0,7.0,4.0
CDS_NC_011748.1_1325316_1326020_neg,NC_011748.1,EC55989_RS27955,,,1325316,1326020,neg,True,hemolysin E,,COORDINATES: similar to AA sequence:RefSeq:WP_001334786.1,,,16,2,,,,
CDS_NC_011748.1_1324663_1325110_pos,NC_011748.1,EC55989_RS06605,WP_001306825.1,,1324663,1325110,pos,,YcgN family cysteine cluster protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309703.5,,EC55989_1274,16,2,,,,
CDS_NC_011748.1_2403501_2403954_neg,NC_011748.1,EC55989_RS12115,WP_000182904.1,gatA,2403501,2403954,neg,,PTS galactitol transporter subunit IIA,,COORDINATES: similar to AA sequence:RefSeq:NP_310924.1,,EC55989_2348,17,2,,,,
CDS_NC_011748.1_2403963_2405221_neg,NC_011748.1,EC55989_RS28820,,gatZ,2403963,2405221,neg,True,tagatose-bisphosphate aldolase subunit GatZ,,COORDINATES: similar to AA sequence:RefSeq:NP_310925.1,,EC55989_2349,17,2,,,,
CDS_NC_011748.1_3446717_3447191_pos,NC_011748.1,EC55989_RS17260,WP_000855081.1,,3446717,3447191,pos,,antirestriction protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708769.2,,EC55989_3362,18,6,9.0,4.0,8.0,4.0
CDS_NC_011748.1_4751240_4751980_pos,NC_011748.1,EC55989_RS29040,,,4751240,4751980,pos,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612086.1,,,18,6,,,,
CDS_NC_011748.1_2306809_2307289_pos,NC_011748.1,EC55989_RS11670,WP_000860076.1,,2306809,2307289,pos,,antirestriction protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310829.1,,EC55989_2259,18,6,9.0,4.0,8.0,4.0
CDS_NC_011748.1_5000925_5001411_pos,NC_011748.1,EC55989_RS24935,WP_000206664.1,,5000925,5001411,pos,,antirestriction protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309429.1,,EC55989_4891,18,6,9.0,4.0,8.0,4.0
CDS_NC_011748.1_4751058_4751184_neg,NC_011748.1,EC55989_RS29340,,,4751058,4751184,neg,True,DUF945 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708768.1,,,18,6,,,,
CDS_NC_011748.1_4750243_4750717_neg,NC_011748.1,EC55989_RS23660,WP_000855057.1,,4750243,4750717,neg,,antirestriction protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708769.2,,,18,6,9.0,4.0,8.0,4.0
CDS_NC_011748.1_3360573_3360816_pos,NC_011748.1,EC55989_RS16855,,,3360573,3360816,pos,True,IS256 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_025243830.1,,EC55989_3278,19,3,,,,
CDS_NC_011748.1_3360082_3360535_pos,NC_011748.1,EC55989_RS16850,,,3360082,3360535,pos,True,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000998048.1,,EC55989_3277,19,3,,,,
CDS_NC_011748.1_3359560_3359995_neg,NC_011748.1,EC55989_RS16845,WP_001309734.1,,3359560,3359995,neg,,IS66 family insertion sequence hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001362728.1,,EC55989_3276,19,3,,,,
CDS_NC_011748.1_1644232_1644682_pos,NC_011748.1,EC55989_RS08220,WP_000978828.1,,1644232,1644682,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_005141515.1,,EC55989_1590,20,2,,,,
CDS_NC_011748.1_1644942_1645713_pos,NC_011748.1,EC55989_RS08225,,,1644942,1645713,pos,True,ISAs1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000420980.1,,EC55989_1591,20,2,,,,
CDS_NC_011748.1_4786741_4786901_neg,NC_011748.1,EC55989_RS29075,,,4786741,4786901,neg,True,transposase domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001066419.1,,,21,2,,,,
CDS_NC_011748.1_4784433_4786524_pos,NC_011748.1,EC55989_RS23830,WP_001223350.1,iha,4784433,4786524,pos,,bifunctional siderophore receptor/adhesin Iha,,COORDINATES: similar to AA sequence:RefSeq:NP_309387.1,,EC55989_4669,21,2,,,,
CDS_NC_011748.1_3212465_3212897_neg,NC_011748.1,EC55989_RS29415,WP_001299900.1,,3212465,3212897,neg,,hypothetical protein,,COORDINATES: ab initio prediction:GeneMarkS-2+,,EC55989_3135,22,2,,,,
CDS_NC_011748.1_3212899_3213121_neg,NC_011748.1,EC55989_RS29420,,,3212899,3213121,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001304051.1,,,22,2,,,,
CDS_NC_011748.1_5032869_5033295_neg,NC_011748.1,EC55989_RS25145,WP_000422739.1,,5032869,5033295,neg,,IS66 family insertion sequence hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001373091.1,,EC55989_4942,23,5,10.0,2.0,9.0,2.0
CDS_NC_011748.1_4793355_4794306_neg,NC_011748.1,EC55989_RS23885,,,4793355,4794306,neg,True,IS66 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904571.1,,EC55989_4678,23,5,,,,
CDS_NC_011748.1_4792702_4793128_neg,NC_011748.1,EC55989_RS23875,WP_000422750.1,,4792702,4793128,neg,,IS66 family insertion sequence hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001373091.1,,EC55989_4677,23,5,10.0,2.0,9.0,2.0
CDS_NC_011748.1_4794935_4795336_pos,NC_011748.1,EC55989_RS23895,,,4794935,4795336,pos,True,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000998048.1,,EC55989_4680,23,5,,,,
CDS_NC_011748.1_4794356_4794932_neg,NC_011748.1,EC55989_RS23890,,,4794356,4794932,neg,True,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_001368704.1,,EC55989_4679,23,5,,,,
CDS_NC_011748.1_1127586_1128018_pos,NC_011748.1,EC55989_RS05540,WP_000479075.1,,1127586,1128018,pos,,phage minor tail protein G,,COORDINATES: similar to AA sequence:RefSeq:NP_310755.1,,EC55989_1069,24,2,11.0,2.0,,
CDS_NC_011748.1_1442488_1442920_pos,NC_011748.1,EC55989_RS07255,WP_000479111.1,,1442488,1442920,pos,,phage minor tail protein G,,COORDINATES: similar to AA sequence:RefSeq:NP_310755.1,,EC55989_1401,24,2,11.0,2.0,,
CDS_NC_011748.1_3207705_3208196_pos,NC_011748.1,EC55989_RS16085,,,3207705,3208196,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311734.1,,EC55989_3127,25,2,,,,
CDS_NC_011748.1_3207086_3207512_neg,NC_011748.1,EC55989_RS16080,WP_001356275.1,,3207086,3207512,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_417326.2,,EC55989_3126,25,2,,,,
CDS_NC_011748.1_3582349_3582766_neg,NC_011748.1,EC55989_RS17930,WP_000560266.1,higA,3582349,3582766,neg,,type II toxin-antitoxin system antitoxin HigA,,COORDINATES: similar to AA sequence:RefSeq:NP_417553.1,,EC55989_3496,26,2,,,,
CDS_NC_011748.1_3582762_3582846_neg,NC_011748.1,EC55989_RS28975,,,3582762,3582846,neg,True,type II toxin-antitoxin system HigB family toxin,,COORDINATES: similar to AA sequence:RefSeq:NP_311992.1,,,26,2,,,,
CDS_NC_011748.1_5061906_5062308_neg,NC_011748.1,EC55989_RS25285,WP_000270971.1,,5061906,5062308,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_004020115.1,,EC55989_4974,27,3,12.0,3.0,10.0,3.0
CDS_NC_011748.1_2289253_2289655_neg,NC_011748.1,EC55989_RS11570,WP_000270974.1,,2289253,2289655,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_004020115.1,,EC55989_2242,27,3,12.0,3.0,10.0,3.0
CDS_NC_011748.1_3431556_3431940_neg,NC_011748.1,EC55989_RS17195,WP_000271022.1,,3431556,3431940,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708755.1,,EC55989_3346,27,3,12.0,3.0,10.0,3.0
CDS_NC_011748.1_4136967_4137351_pos,NC_011748.1,EC55989_RS20705,WP_001271686.1,,4136967,4137351,pos,,protein YhhH,,COORDINATES: similar to AA sequence:RefSeq:NP_417940.2,,EC55989_4053,28,5,,,,
CDS_NC_011748.1_4138721_4139075_pos,NC_011748.1,EC55989_RS20720,,,4138721,4139075,pos,True,HEAT repeat domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_418051.1,,EC55989_4057,28,5,,,,
CDS_NC_011748.1_4137969_4138667_neg,NC_011748.1,EC55989_RS20715,,,4137969,4138667,neg,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EC55989_4055,28,5,,,,
CDS_NC_011748.1_4139102_4140061_pos,NC_011748.1,EC55989_RS20725,,,4139102,4140061,pos,True,RHS repeat protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312497.1,,EC55989_4058,28,5,,,,
CDS_NC_011748.1_4137455_4137953_pos,NC_011748.1,EC55989_RS20710,,,4137455,4137953,pos,True,lyase,,COORDINATES: similar to AA sequence:RefSeq:NP_418051.1,,EC55989_4054,28,5,,,,
CDS_NC_011748.1_5002747_5003125_pos,NC_011748.1,EC55989_RS24955,WP_001094443.1,,5002747,5003125,pos,,toxin,,COORDINATES: similar to AA sequence:RefSeq:WP_001757701.1,,EC55989_4895,29,4,13.0,3.0,11.0,3.0
CDS_NC_011748.1_3448494_3448872_pos,NC_011748.1,EC55989_RS17280,WP_001094429.1,,3448494,3448872,pos,,toxin,,COORDINATES: similar to AA sequence:RefSeq:NP_708773.1,,EC55989_3366,29,4,13.0,3.0,11.0,3.0
CDS_NC_011748.1_3448868_3449066_pos,NC_011748.1,EC55989_RS28945,,,3448868,3449066,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310834.2,,,29,4,,,,
CDS_NC_011748.1_4748562_4748940_neg,NC_011748.1,EC55989_RS23640,WP_001094430.1,,4748562,4748940,neg,,toxin,,COORDINATES: similar to AA sequence:RefSeq:NP_708773.1,,EC55989_4631,29,4,13.0,3.0,11.0,3.0
CDS_NC_011748.1_3391052_3391632_pos,NC_011748.1,EC55989_RS16995,,,3391052,3391632,pos,True,transposase family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001347735.1,,EC55989_3307,30,2,,,,
CDS_NC_011748.1_3390456_3390843_neg,NC_011748.1,EC55989_RS16985,WP_014966195.1,,3390456,3390843,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_014966195.1,,EC55989_3305,30,2,,,,
CDS_NC_011748.1_2426409_2427107_pos,NC_011748.1,EC55989_RS12230,,,2426409,2427107,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EC55989_2372,31,3,,,,
CDS_NC_011748.1_2425376_2426354_pos,NC_011748.1,EC55989_RS12225,,,2425376,2426354,pos,True,WGR domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001215568.1,,EC55989_2370,31,3,,,,
CDS_NC_011748.1_2423202_2425236_pos,NC_011748.1,EC55989_RS12220,WP_001295427.1,metG,2423202,2425236,pos,,methionine--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_310947.1,6.1.1.10,EC55989_2369,31,3,,,,
CDS_NC_011748.1_2296262_2296422_pos,NC_011748.1,EC55989_RS29250,,,2296262,2296422,pos,True,IS21 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000952428.1,,,32,3,,,,
CDS_NC_011748.1_2296465_2296621_pos,NC_011748.1,EC55989_RS29255,,,2296465,2296621,pos,True,AAA family ATPase,,COORDINATES: similar to AA sequence:RefSeq:WP_000544830.1,,,32,3,,,,
CDS_NC_011748.1_2295800_2296184_neg,NC_011748.1,EC55989_RS26640,WP_001201739.1,,2295800,2296184,neg,,IS66 family insertion sequence hypothetical protein,,COORDINATES: protein motif:HMM:NF013677.1,,,32,3,,,,
CDS_NC_011748.1_2689972_2690410_neg,NC_011748.1,EC55989_RS28840,WP_001407257.1,,2689972,2690410,neg,,lysis protein,,COORDINATES: similar to AA sequence:RefSeq:WP_009453323.1,,EC55989_2619,33,2,14.0,2.0,12.0,2.0
CDS_NC_011748.1_1429850_1430309_pos,NC_011748.1,EC55989_RS07185,WP_000091923.1,,1429850,1430309,pos,,lysis protein,,COORDINATES: similar to AA sequence:RefSeq:WP_009453323.1,,EC55989_1385,33,2,14.0,2.0,12.0,2.0
CDS_NC_011748.1_5010084_5010465_neg,NC_011748.1,EC55989_RS24995,WP_001178761.1,,5010084,5010465,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001178761.1,,EC55989_4904,34,2,,,,
CDS_NC_011748.1_5010518_5011216_neg,NC_011748.1,EC55989_RS25000,,,5010518,5011216,neg,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EC55989_4905,34,2,,,,
CDS_NC_011748.1_2308138_2308507_pos,NC_011748.1,EC55989_RS11685,WP_001285585.1,cbtA,2308138,2308507,pos,,type IV toxin-antitoxin system toxin CbtA,,COORDINATES: similar to AA sequence:RefSeq:NP_416508.1,,EC55989_2262,35,5,15.0,4.0,13.0,4.0
CDS_NC_011748.1_2308595_2308969_pos,NC_011748.1,EC55989_RS11690,,cbtA,2308595,2308969,pos,True,type IV toxin-antitoxin system toxin CbtA,,COORDINATES: similar to AA sequence:RefSeq:NP_416509.1,,EC55989_2263,35,5,,,,
CDS_NC_011748.1_5002289_5002658_pos,NC_011748.1,EC55989_RS24950,WP_001285607.1,,5002289,5002658,pos,,type IV toxin-antitoxin system YeeU family antitoxin,,COORDINATES: similar to AA sequence:RefSeq:WP_016244189.1,,EC55989_4894,35,5,15.0,4.0,13.0,4.0
CDS_NC_011748.1_3448070_3448448_pos,NC_011748.1,EC55989_RS17275,WP_001285617.1,cbtA,3448070,3448448,pos,,type IV toxin-antitoxin system toxin CbtA,,COORDINATES: similar to AA sequence:RefSeq:NP_708772.1,,EC55989_3365,35,5,15.0,4.0,13.0,4.0
CDS_NC_011748.1_4748986_4749364_neg,NC_011748.1,EC55989_RS23645,WP_001285620.1,cbtA,4748986,4749364,neg,,type IV toxin-antitoxin system toxin CbtA,,COORDINATES: similar to AA sequence:RefSeq:NP_708772.1,,EC55989_4632,35,5,15.0,4.0,13.0,4.0
CDS_NC_011748.1_2220089_2221150_pos,NC_011748.1,EC55989_RS28760,,,2220089,2221150,pos,True,porin,,COORDINATES: similar to AA sequence:RefSeq:WP_000824385.1,,,36,3,,,,
CDS_NC_011748.1_2219159_2219525_neg,NC_011748.1,EC55989_RS11260,WP_001386868.1,,2219159,2219525,neg,,permease,,COORDINATES: similar to AA sequence:RefSeq:NP_416472.2,,EC55989_2184,36,3,,,,
CDS_NC_011748.1_2221201_2221462_pos,NC_011748.1,EC55989_RS11275,,,2221201,2221462,pos,True,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076611998.1,,EC55989_2187,36,3,,,,
CDS_NC_011748.1_3957113_3957389_neg,NC_011748.1,EC55989_RS19910,,,3957113,3957389,neg,True,type II toxin-antitoxin system HicA family toxin,,COORDINATES: similar to AA sequence:RefSeq:NP_312384.1,,,37,2,,,,
CDS_NC_011748.1_3956757_3957117_neg,NC_011748.1,EC55989_RS19905,WP_000593555.1,,3956757,3957117,neg,,type II toxin-antitoxin system HicB family antitoxin,,COORDINATES: similar to AA sequence:RefSeq:NP_312383.1,,EC55989_3890,37,2,,,,
CDS_NC_011748.1_3217731_3218499_neg,NC_011748.1,EC55989_RS16175,,,3217731,3218499,neg,True,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001284706.1,,EC55989_3145,38,2,,,,
CDS_NC_011748.1_3217342_3217705_neg,NC_011748.1,EC55989_RS16165,WP_001311105.1,,3217342,3217705,neg,,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001348328.1,,EC55989_3143,38,2,,,,
CDS_NC_011748.1_3359213_3359564_neg,NC_011748.1,EC55989_RS16840,WP_000624688.1,tnpB,3359213,3359564,neg,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_017901265.1,,EC55989_3275,39,3,16.0,3.0,14.0,3.0
CDS_NC_011748.1_5032522_5032873_neg,NC_011748.1,EC55989_RS25140,WP_000624722.1,tnpB,5032522,5032873,neg,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_017901265.1,,EC55989_4941,39,3,16.0,3.0,14.0,3.0
CDS_NC_011748.1_4792433_4792706_neg,NC_011748.1,EC55989_RS23870,WP_000624714.1,tnpB,4792433,4792706,neg,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_009114229.1,,EC55989_4676,39,3,16.0,3.0,14.0,3.0
CDS_NC_011748.1_5060405_5060753_neg,NC_011748.1,EC55989_RS25270,WP_000612591.1,tnpB,5060405,5060753,neg,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_019104956.1,,EC55989_4971,40,2,17.0,2.0,15.0,2.0
CDS_NC_011748.1_2295456_2295804_neg,NC_011748.1,EC55989_RS11610,WP_000609174.1,tnpB,2295456,2295804,neg,,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_004966400.1,,EC55989_2249,40,2,17.0,2.0,15.0,2.0
CDS_NC_011748.1_854504_854834_pos,NC_011748.1,EC55989_RS04170,WP_000847379.1,,854504,854834,pos,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309671.1,,EC55989_0805,41,2,18.0,2.0,,
