,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag,dup_id,count_dups,dup_id_pseudo_free,count_dups_pseudo_free,dup_id_mobile_free,count_dups_mobile_free
CDS_NC_009800.1_1654070_1655354_neg,NC_009800.1,ECHS_RS08075,,ydfJ,1654070,1655354,neg,True,MHS family MFS transporter YdfJ,,COORDINATES: similar to AA sequence:RefSeq:WP_000582800.1,,EcHS_A1633,29,2,,,,
CDS_NC_009800.1_1652521_1653982_neg,NC_009800.1,ECHS_RS08070,WP_000527800.1,,1652521,1653982,neg,,mannitol dehydrogenase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707435.1,,EcHS_A1632,29,2,,,,
CDS_NC_009800.1_1627728_1628715_neg,NC_009800.1,ECHS_RS07935,,,1627728,1628715,neg,True,GGDEF domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310156.2,,EcHS_A1604,30,2,,,,
CDS_NC_009800.1_1626050_1627502_neg,NC_009800.1,ECHS_RS07930,WP_000854624.1,uxaB,1626050,1627502,neg,,tagaturonate reductase,,COORDINATES: similar to AA sequence:RefSeq:NP_310155.1,1.1.1.58,EcHS_A1603,30,2,,,,
CDS_NC_009800.1_2156090_2156782_neg,NC_009800.1,ECHS_RS10800,,,2156090,2156782,neg,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A2176,31,2,,,,
CDS_NC_009800.1_2153606_2155022_neg,NC_009800.1,ECHS_RS10795,WP_000926394.1,,2153606,2155022,neg,,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,,COORDINATES: similar to AA sequence:RefSeq:WP_019725197.1,2.7.7.13,EcHS_A2173,31,2,,,,
CDS_NC_009800.1_2176500_2177934_neg,NC_009800.1,ECHS_RS10890,WP_000589987.1,,2176500,2177934,neg,,capsule assembly Wzi family protein,,COORDINATES: similar to AA sequence:RefSeq:YP_005227870.1,,EcHS_A2194,32,4,,,,
CDS_NC_009800.1_2178507_2179205_pos,NC_009800.1,ECHS_RS25000,,,2178507,2179205,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A2198,32,4,,,,
CDS_NC_009800.1_2178224_2178346_pos,NC_009800.1,ECHS_RS25785,,,2178224,2178346,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_005227871.1,,,32,4,,,,
CDS_NC_009800.1_2179329_2179922_neg,NC_009800.1,ECHS_RS10905,,,2179329,2179922,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_005227873.1,,,32,4,,,,
CDS_NC_009800.1_1536007_1537432_pos,NC_009800.1,ECHS_RS07560,WP_001163874.1,patD,1536007,1537432,pos,,aminobutyraldehyde dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_415961.1,1.2.1.19,EcHS_A1528,33,2,,,,
CDS_NC_009800.1_1537495_1538193_pos,NC_009800.1,ECHS_RS07565,,,1537495,1538193,pos,True,IS1-like element IS1A family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A1530,33,2,,,,
CDS_NC_009800.1_648579_648780_neg,NC_009800.1,ECHS_RS25845,,,648579,648780,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001174912.1,,,34,2,,,,
CDS_NC_009800.1_646334_648575_neg,NC_009800.1,ECHS_RS03105,WP_001034918.1,fepA,646334,648575,neg,,siderophore enterobactin receptor FepA,,COORDINATES: similar to AA sequence:RefSeq:NP_415116.1,,EcHS_A0633,34,2,,,,
CDS_NC_009800.1_1587469_1588870_neg,NC_009800.1,ECHS_RS07790,WP_000358850.1,,1587469,1588870,neg,,glutamate decarboxylase,,COORDINATES: similar to AA sequence:RefSeq:NP_310125.1,4.1.1.15,EcHS_A1578,35,2,6.0,2.0,6.0,2.0
CDS_NC_009800.1_3707490_3708891_neg,NC_009800.1,ECHS_RS18310,WP_000372240.1,,3707490,3708891,neg,,glutamate decarboxylase,,COORDINATES: similar to AA sequence:RefSeq:NP_417974.1,4.1.1.15,EcHS_A3720,35,2,6.0,2.0,6.0,2.0
CDS_NC_009800.1_1610884_1614908_neg,NC_009800.1,ECHS_RS07875,,,1610884,1614908,neg,True,autotransporter barrel domain-containing lipoprotein,,COORDINATES: similar to AA sequence:RefSeq:NP_310144.1,,EcHS_A1592,36,2,,,,
CDS_NC_009800.1_1609487_1610888_neg,NC_009800.1,ECHS_RS25445,WP_148204712.1,,1609487,1610888,neg,,autotransporter outer membrane beta-barrel domain-containing protein,,COORDINATES: protein motif:HMM:TIGR01414.1,,,36,2,,,,
CDS_NC_009800.1_4377221_4378739_neg,NC_009800.1,ECHS_RS21525,WP_001295074.1,lysS,4377221,4378739,neg,,lysine--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_001740376.1,6.1.1.6,EcHS_A4370,37,2,7.0,2.0,,
CDS_NC_009800.1_3061169_3062687_neg,NC_009800.1,ECHS_RS15050,WP_000003071.1,lysS,3061169,3062687,neg,,lysine--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_001740376.1,6.1.1.6,EcHS_A3049,37,2,7.0,2.0,,
CDS_NC_009800.1_2666252_2666950_pos,NC_009800.1,ECHS_RS13110,,,2666252,2666950,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A2655,38,2,,,,
CDS_NC_009800.1_2664819_2666160_pos,NC_009800.1,ECHS_RS13105,WP_000323397.1,,2664819,2666160,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001618760.1,,EcHS_A2653,38,2,,,,
CDS_NC_009800.1_1158580_1158922_pos,NC_009800.1,ECHS_RS05630,,,1158580,1158922,pos,True,ACP S-malonyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_309324.2,,EcHS_A1147,39,3,,,,
CDS_NC_009800.1_1157350_1158513_neg,NC_009800.1,ECHS_RS23350,,,1157350,1158513,neg,True,IS3-like element IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012477168.1,,EcHS_A1145,39,3,,,,
CDS_NC_009800.1_1155951_1157310_pos,NC_009800.1,ECHS_RS05605,WP_000409883.1,,1155951,1157310,pos,,GGDEF domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415544.1,,EcHS_A1143,39,3,,,,
CDS_NC_009800.1_3104981_3106271_neg,NC_009800.1,ECHS_RS15255,,cmtA,3104981,3106271,neg,True,PTS mannitol transporter subunit IICB,,COORDINATES: similar to AA sequence:RefSeq:NP_311835.1,,EcHS_A3090,40,3,,,,
CDS_NC_009800.1_3103689_3104967_neg,NC_009800.1,ECHS_RS15250,WP_000853247.1,,3103689,3104967,neg,,zinc-binding dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:YP_026187.1,,EcHS_A3089,40,3,,,,
CDS_NC_009800.1_3106286_3106984_neg,NC_009800.1,ECHS_RS15260,,,3106286,3106984,neg,True,IS1-like element IS1A family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A3091,40,3,,,,
CDS_NC_009800.1_3886057_3887266_neg,NC_009800.1,ECHS_RS19170,WP_012136425.1,,3886057,3887266,neg,,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_001458895.1,,EcHS_A3890,41,3,8.0,2.0,,
CDS_NC_009800.1_1524086_1525295_pos,NC_009800.1,ECHS_RS07500,WP_000826422.1,,1524086,1525295,pos,,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_001458895.1,,EcHS_A1516,41,3,8.0,2.0,,
CDS_NC_009800.1_3887273_3887795_pos,NC_009800.1,ECHS_RS25190,,tnpA,3887273,3887795,pos,True,IS200/IS605 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000604919.1,,EcHS_A3891,41,3,,,,
CDS_NC_009800.1_2403217_2404420_neg,NC_009800.1,ECHS_RS11850,WP_000921648.1,,2403217,2404420,neg,,nicotinamide mononucleotide deamidase-related protein YfaY,,COORDINATES: similar to AA sequence:RefSeq:NP_416752.1,,EcHS_A2392,42,2,,,,
CDS_NC_009800.1_2404519_2405062_neg,NC_009800.1,ECHS_RS11855,,,2404519,2405062,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311165.2,,EcHS_A2394,42,2,,,,
CDS_NC_009800.1_1800685_1801383_neg,NC_009800.1,ECHS_RS08820,,,1800685,1801383,neg,True,IS1-like element IS1A family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A1779,43,3,,,,
CDS_NC_009800.1_1799220_1800372_pos,NC_009800.1,ECHS_RS08810,WP_000347850.1,,1799220,1800372,pos,,acyl-CoA dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_310429.2,1.3.8.-,EcHS_A1777,43,3,,,,
CDS_NC_009800.1_1800414_1800669_neg,NC_009800.1,ECHS_RS08815,,,1800414,1800669,neg,True,helix-turn-helix transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_416211.1,,EcHS_A1778,43,3,,,,
CDS_NC_009800.1_1154009_1155365_neg,NC_009800.1,ECHS_RS05600,,pgaA,1154009,1155365,neg,True,"poly-beta-1.6 N-acetyl-D-glucosamine export porin PgaA",,COORDINATES: similar to AA sequence:RefSeq:NP_309297.1,,EcHS_A1142,44,4,,,,
CDS_NC_009800.1_1150137_1152156_neg,NC_009800.1,ECHS_RS05585,WP_000945573.1,pgaB,1150137,1152156,neg,,"poly-beta-1.6-N-acetyl-D-glucosamine N-deacetylase PgaB",,COORDINATES: similar to AA sequence:RefSeq:NP_415542.1,3.5.1.-,EcHS_A1138,44,4,,,,
CDS_NC_009800.1_1153255_1153953_neg,NC_009800.1,ECHS_RS05595,,,1153255,1153953,neg,True,IS1-like element IS1A family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A1140,44,4,,,,
CDS_NC_009800.1_1152164_1153238_neg,NC_009800.1,ECHS_RS05590,,pgaA,1152164,1153238,neg,True,"poly-beta-1.6 N-acetyl-D-glucosamine export porin PgaA",,COORDINATES: similar to AA sequence:RefSeq:NP_309297.1,,EcHS_A1139,44,4,,,,
CDS_NC_009800.1_376123_377317_neg,NC_009800.1,ECHS_RS25305,WP_071593451.1,,376123,377317,neg,,autotransporter outer membrane beta-barrel domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308376.2,,,45,2,,,,
CDS_NC_009800.1_377338_378421_neg,NC_009800.1,ECHS_RS25310,,,377338,378421,neg,True,adhesin,,COORDINATES: similar to AA sequence:RefSeq:NP_308377.1,,,45,2,,,,
CDS_NC_009800.1_4537509_4538295_neg,NC_009800.1,ECHS_RS22305,,,4537509,4538295,neg,True,restriction endonuclease,,COORDINATES: similar to AA sequence:RefSeq:WP_001617353.1,,EcHS_A4531,46,19,,,,
CDS_NC_009800.1_2054483_2054679_neg,NC_009800.1,ECHS_RS25495,,,2054483,2054679,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001353128.1,,,46,19,,,,
CDS_NC_009800.1_296703_297851_pos,NC_009800.1,ECHS_RS01400,WP_085949497.1,,296703,297851,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A0281,46,19,9.0,12.0,,
CDS_NC_009800.1_3023545_3024693_neg,NC_009800.1,ECHS_RS14900,WP_085949497.1,,3023545,3024693,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A3021,46,19,9.0,12.0,,
CDS_NC_009800.1_3966117_3967265_neg,NC_009800.1,ECHS_RS19555,WP_085949497.1,,3966117,3967265,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A3970,46,19,9.0,12.0,,
