,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag
CDS_NC_011748.1_67254_68757_neg,NC_011748.1,EC55989_RS00310,WP_000151732.1,araA,67254,68757,neg,,L-arabinose isomerase,,COORDINATES: similar to AA sequence:RefSeq:NP_308093.1,5.3.1.4,EC55989_0060
CDS_NC_011748.1_68767_70468_neg,NC_011748.1,EC55989_RS00315,WP_000951795.1,araB,68767,70468,neg,,ribulokinase,,COORDINATES: similar to AA sequence:RefSeq:NP_706016.1,2.7.1.16,EC55989_0061
CDS_NC_011748.1_70806_71685_pos,NC_011748.1,EC55989_RS00320,WP_001300811.1,araC,70806,71685,pos,,arabinose operon transcriptional regulator AraC,,COORDINATES: similar to AA sequence:RefSeq:NP_308095.1,,EC55989_0062
CDS_NC_011748.1_71770_72535_pos,NC_011748.1,EC55989_RS00325,WP_001148402.1,,71770,72535,pos,,DedA family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001148402.1,,EC55989_0063
CDS_NC_011748.1_72648_73347_neg,NC_011748.1,EC55989_RS00330,WP_000916310.1,thiQ,72648,73347,neg,,thiamine ABC transporter ATP-binding protein ThiQ,,COORDINATES: similar to AA sequence:RefSeq:NP_308097.1,,EC55989_0064
CDS_NC_011748.1_73330_74941_neg,NC_011748.1,EC55989_RS00335,WP_000235687.1,thiP,73330,74941,neg,,thiamine/thiamine pyrophosphate ABC transporter permease ThiP,,COORDINATES: similar to AA sequence:RefSeq:NP_706020.1,,EC55989_0065
CDS_NC_011748.1_74916_75900_neg,NC_011748.1,EC55989_RS00340,WP_001297368.1,thiB,74916,75900,neg,,thiamine ABC transporter substrate binding subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_414610.1,,EC55989_0066
CDS_NC_011748.1_76063_77719_neg,NC_011748.1,EC55989_RS00345,WP_001297366.1,sgrR,76063,77719,neg,,DNA-binding transcriptional regulator SgrR,,COORDINATES: similar to AA sequence:RefSeq:NP_308101.1,,EC55989_0067
CDS_NC_011748.1_77807_77939_pos,NC_011748.1,EC55989_RS00350,WP_001248770.1,sgrT,77807,77939,pos,,glucose uptake inhibitor SgrT,,COORDINATES: similar to AA sequence:RefSeq:YP_002791237.1,,
CDS_NC_011748.1_78040_79219_pos,NC_011748.1,EC55989_RS00355,WP_000637846.1,setA,78040,79219,pos,,sugar efflux transporter SetA,,COORDINATES: similar to AA sequence:RefSeq:YP_025293.1,,EC55989_0068
CDS_NC_011748.1_79267_79873_neg,NC_011748.1,EC55989_RS00360,WP_000818228.1,leuD,79267,79873,neg,,3-isopropylmalate dehydratase small subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_414613.1,4.2.1.33,EC55989_0069
CDS_NC_011748.1_79883_81284_neg,NC_011748.1,EC55989_RS00365,WP_001140680.1,leuC,79883,81284,neg,,3-isopropylmalate dehydratase large subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_414614.1,4.2.1.33,EC55989_0070
CDS_NC_011748.1_81286_82378_neg,NC_011748.1,EC55989_RS00370,WP_000042353.1,leuB,81286,82378,neg,,3-isopropylmalate dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124544.1,1.1.1.85,EC55989_0071
CDS_NC_011748.1_82377_83949_neg,NC_011748.1,EC55989_RS00375,WP_000082846.1,leuA,82377,83949,neg,,2-isopropylmalate synthase,,COORDINATES: similar to AA sequence:RefSeq:WP_016831521.1,2.3.3.13,EC55989_0072
CDS_NC_011748.1_84041_84128_neg,NC_011748.1,EC55989_RS00380,WP_001300467.1,leuL,84041,84128,neg,,leu operon leader peptide,,COORDINATES: similar to AA sequence:RefSeq:NP_308106.1,,EC55989_5067
CDS_NC_011748.1_84787_85732_pos,NC_011748.1,EC55989_RS00385,WP_001297362.1,leuO,84787,85732,pos,,transcriptional regulator LeuO,,COORDINATES: similar to AA sequence:RefSeq:NP_414618.4,,EC55989_0073
CDS_NC_011748.1_85886_85931_neg,NC_011748.1,EC55989_RS29390,WP_128566915.1,,85886,85931,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009518736.1,,
CDS_NC_011748.1_86049_87774_pos,NC_011748.1,EC55989_RS00390,WP_000425657.1,ilvI,86049,87774,pos,,acetolactate synthase 3 large subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_020079613.1,2.2.1.6,EC55989_0074
CDS_NC_011748.1_87776_88268_pos,NC_011748.1,EC55989_RS00395,WP_001252744.1,ilvN,87776,88268,pos,,acetolactate synthase small subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_001563086.1,2.2.1.6,EC55989_0075
CDS_NC_011748.1_88279_88366_pos,NC_011748.1,EC55989_RS00400,WP_001303787.1,,88279,88366,pos,,fruR/shl operon leader peptide,,COORDINATES: similar to AA sequence:RefSeq:NP_308110.1,,
CDS_NC_011748.1_88447_89452_pos,NC_011748.1,EC55989_RS00405,WP_000762401.1,cra,88447,89452,pos,,catabolite repressor/activator,,COORDINATES: similar to AA sequence:RefSeq:NP_308111.1,,EC55989_0076
CDS_NC_011748.1_90053_90512_pos,NC_011748.1,EC55989_RS00410,WP_001295770.1,mraZ,90053,90512,pos,,division/cell wall cluster transcriptional repressor MraZ,,COORDINATES: similar to AA sequence:RefSeq:WP_020325403.1,,EC55989_0077
CDS_NC_011748.1_90513_91455_pos,NC_011748.1,EC55989_RS00415,WP_000970479.1,rsmH,90513,91455,pos,,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,,COORDINATES: similar to AA sequence:RefSeq:WP_005124563.1,2.1.1.199,EC55989_0078
CDS_NC_011748.1_91451_91817_pos,NC_011748.1,EC55989_RS00420,WP_000625658.1,ftsL,91451,91817,pos,,cell division protein FtsL,,COORDINATES: similar to AA sequence:RefSeq:WP_000625658.1,,EC55989_0079
CDS_NC_011748.1_91832_93599_pos,NC_011748.1,EC55989_RS00425,WP_000642196.1,ftsI,91832,93599,pos,,peptidoglycan glycosyltransferase FtsI,,COORDINATES: similar to AA sequence:RefSeq:WP_000642204.1,3.4.16.4,EC55989_0080
CDS_NC_011748.1_93585_95073_pos,NC_011748.1,EC55989_RS00430,WP_000785141.1,murE,93585,95073,pos,,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",,COORDINATES: similar to AA sequence:RefSeq:NP_414627.1,6.3.2.13,EC55989_0081
CDS_NC_011748.1_95069_96428_pos,NC_011748.1,EC55989_RS00435,WP_000626688.1,murF,95069,96428,pos,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_414628.1,6.3.2.10,EC55989_0082
CDS_NC_011748.1_96421_97504_pos,NC_011748.1,EC55989_RS00440,WP_000964131.1,mraY,96421,97504,pos,,phospho-N-acetylmuramoyl-pentapeptide- transferase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124610.1,2.7.8.13,EC55989_0083
CDS_NC_011748.1_97506_98823_pos,NC_011748.1,EC55989_RS00445,WP_000796468.1,murD,97506,98823,pos,,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124612.1,6.3.2.9,EC55989_0084
CDS_NC_011748.1_98822_100067_pos,NC_011748.1,EC55989_RS00450,WP_001295532.1,ftsW,98822,100067,pos,,cell division protein FtsW,,COORDINATES: similar to AA sequence:RefSeq:NP_308120.1,,EC55989_0085
CDS_NC_011748.1_100063_101131_pos,NC_011748.1,EC55989_RS00455,WP_000016550.1,murG,100063,101131,pos,,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_308121.1,2.4.1.227,EC55989_0086
CDS_NC_011748.1_101184_102660_pos,NC_011748.1,EC55989_RS00460,WP_001096048.1,murC,101184,102660,pos,,UDP-N-acetylmuramate--L-alanine ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_308122.1,6.3.2.8,EC55989_0087
CDS_NC_011748.1_102652_103573_pos,NC_011748.1,EC55989_RS00465,WP_000130059.1,ddlB,102652,103573,pos,,D-alanine--D-alanine ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_414634.1,6.3.2.4,EC55989_0088
CDS_NC_011748.1_103574_104405_pos,NC_011748.1,EC55989_RS00470,WP_000075744.1,ftsQ,103574,104405,pos,,cell division protein FtsQ,,COORDINATES: similar to AA sequence:RefSeq:NP_308124.1,,EC55989_0089
CDS_NC_011748.1_104401_105664_pos,NC_011748.1,EC55989_RS00475,WP_000588474.1,ftsA,104401,105664,pos,,cell division protein FtsA,,COORDINATES: similar to AA sequence:RefSeq:NP_308125.1,,EC55989_0090
CDS_NC_011748.1_105724_106876_pos,NC_011748.1,EC55989_RS00480,WP_000462776.1,ftsZ,105724,106876,pos,,cell division protein FtsZ,,COORDINATES: similar to AA sequence:RefSeq:WP_015965916.1,,EC55989_0091
CDS_NC_011748.1_106976_107894_pos,NC_011748.1,EC55989_RS00485,WP_000595482.1,lpxC,106976,107894,pos,,UDP-3-O-acyl-N-acetylglucosamine deacetylase,,COORDINATES: similar to AA sequence:RefSeq:NP_308127.1,3.5.1.108,EC55989_0092
CDS_NC_011748.1_108124_108637_pos,NC_011748.1,EC55989_RS00490,WP_000014321.1,secM,108124,108637,pos,,secA regulator SecM,,COORDINATES: similar to AA sequence:RefSeq:NP_414639.2,,EC55989_0093
CDS_NC_011748.1_108698_111404_pos,NC_011748.1,EC55989_RS00495,WP_000905786.1,secA,108698,111404,pos,,preprotein translocase subunit SecA,,COORDINATES: similar to AA sequence:RefSeq:NP_414640.1,,EC55989_0094
CDS_NC_011748.1_111463_111853_pos,NC_011748.1,EC55989_RS00500,WP_000736013.1,mutT,111463,111853,pos,,8-oxo-dGTP diphosphatase MutT,,COORDINATES: similar to AA sequence:RefSeq:NP_414641.1,3.6.1.55,EC55989_0095
CDS_NC_011748.1_111952_112150_neg,NC_011748.1,EC55989_RS00510,WP_000005042.1,yacG,111952,112150,neg,,DNA gyrase inhibitor YacG,,COORDINATES: similar to AA sequence:RefSeq:NP_308132.1,,
CDS_NC_011748.1_112159_112903_neg,NC_011748.1,EC55989_RS00515,WP_001194734.1,zapD,112159,112903,neg,,cell division protein ZapD,,COORDINATES: similar to AA sequence:RefSeq:NP_414644.1,,EC55989_0096
CDS_NC_011748.1_112902_113523_neg,NC_011748.1,EC55989_RS00520,WP_001269527.1,coaE,112902,113523,neg,,dephospho-CoA kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_308134.1,2.7.1.24,EC55989_0097
CDS_NC_011748.1_113547_113592_pos,NC_011748.1,EC55989_RS29395,WP_120795372.1,,113547,113592,pos,,protein YacM,,COORDINATES: similar to AA sequence:RefSeq:YP_009518737.1,,
CDS_NC_011748.1_113747_114791_pos,NC_011748.1,EC55989_RS00525,WP_001217338.1,guaC,113747,114791,pos,,GMP reductase,,COORDINATES: similar to AA sequence:RefSeq:WP_008461816.1,1.7.1.7,EC55989_0098
CDS_NC_011748.1_114825_116028_neg,NC_011748.1,EC55989_RS00530,WP_000157234.1,hofC,114825,116028,neg,,protein transport protein HofC,,COORDINATES: similar to AA sequence:RefSeq:NP_414648.1,,EC55989_0099
CDS_NC_011748.1_116017_117403_neg,NC_011748.1,EC55989_RS00535,WP_001025173.1,gspE,116017,117403,neg,,type II secretion system protein GspE,,COORDINATES: similar to AA sequence:RefSeq:NP_308138.1,,EC55989_0100
CDS_NC_011748.1_117412_117853_neg,NC_011748.1,EC55989_RS00540,WP_000360895.1,ppdD,117412,117853,neg,,prepilin peptidase-dependent pilin,,COORDINATES: similar to AA sequence:RefSeq:NP_414650.1,,EC55989_0101
CDS_NC_011748.1_118055_118949_neg,NC_011748.1,EC55989_RS00550,WP_001135174.1,nadC,118055,118949,neg,,carboxylating nicotinate-nucleotide diphosphorylase,,COORDINATES: similar to AA sequence:RefSeq:NP_414651.1,,EC55989_0102
CDS_NC_011748.1_119036_119588_pos,NC_011748.1,EC55989_RS00555,WP_000923721.1,ampD,119036,119588,pos,,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",,COORDINATES: similar to AA sequence:RefSeq:NP_414652.1,3.5.1.28,EC55989_0103
CDS_NC_011748.1_119584_120439_pos,NC_011748.1,EC55989_RS00560,WP_000172006.1,ampE,119584,120439,pos,,beta-lactamase regulator AmpE,,COORDINATES: similar to AA sequence:RefSeq:NP_414653.1,,EC55989_0104
CDS_NC_011748.1_120481_121855_neg,NC_011748.1,EC55989_RS00565,WP_000969914.1,aroP,120481,121855,neg,,aromatic amino acid transporter AroP,,COORDINATES: similar to AA sequence:RefSeq:NP_414654.1,,EC55989_0105
CDS_NC_011748.1_122395_123160_pos,NC_011748.1,EC55989_RS00570,WP_000331776.1,pdhR,122395,123160,pos,,pyruvate dehydrogenase complex transcriptional repressor PdhR,,COORDINATES: similar to AA sequence:RefSeq:NP_308144.1,,EC55989_0106
CDS_NC_011748.1_123320_125984_pos,NC_011748.1,EC55989_RS00575,WP_000003820.1,aceE,123320,125984,pos,,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type",,COORDINATES: similar to AA sequence:RefSeq:WP_008814576.1,1.2.4.1,EC55989_0107
CDS_NC_011748.1_125998_127891_pos,NC_011748.1,EC55989_RS00580,WP_000963564.1,aceF,125998,127891,pos,,pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_414657.1,2.3.1.12,EC55989_0108
CDS_NC_011748.1_128215_129640_pos,NC_011748.1,EC55989_RS00585,WP_000102485.1,lpdA,128215,129640,pos,,dihydrolipoyl dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:WP_001738005.1,1.8.1.4,EC55989_0109
