,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag
CDS_NC_013364.1_39802_41020_neg,NC_013364.1,ECO111_RS00205,WP_000349932.1,caiB,39802,41020,neg,,L-carnitine CoA-transferase,,COORDINATES: similar to AA sequence:RefSeq:NP_705994.1,2.8.3.21,ECO111_0039
CDS_NC_013364.1_41148_42291_neg,NC_013364.1,ECO111_RS00210,WP_000347117.1,caiA,41148,42291,neg,,crotonobetainyl-CoA dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124373.1,1.3.8.13,ECO111_0040
CDS_NC_013364.1_42321_43836_neg,NC_013364.1,ECO111_RS00215,WP_000787103.1,caiT,42321,43836,neg,,L-carnitine/gamma-butyrobetaine antiport BCCT transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_414582.1,,ECO111_0041
CDS_NC_013364.1_44309_45080_pos,NC_013364.1,ECO111_RS00220,WP_000692206.1,,44309,45080,pos,,electron transfer flavoprotein FixA,,COORDINATES: similar to AA sequence:RefSeq:NP_414583.2,,ECO111_0042
CDS_NC_013364.1_45094_46036_pos,NC_013364.1,ECO111_RS00225,WP_001091528.1,,45094,46036,pos,,electron transfer flavoprotein subunit alpha/FixB family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_414584.1,,ECO111_0043
CDS_NC_013364.1_46086_47373_pos,NC_013364.1,ECO111_RS00230,WP_001287715.1,,46086,47373,pos,,FAD-dependent oxidoreductase,,COORDINATES: similar to AA sequence:RefSeq:NP_414585.1,,ECO111_0044
CDS_NC_013364.1_47369_47657_pos,NC_013364.1,ECO111_RS00235,WP_000203741.1,fixX,47369,47657,pos,,ferredoxin-like protein FixX,,COORDINATES: similar to AA sequence:RefSeq:NP_308074.1,,ECO111_0045
CDS_NC_013364.1_47715_49047_pos,NC_013364.1,ECO111_RS00240,WP_001183198.1,,47715,49047,pos,,MFS transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_414587.1,,ECO111_0046
CDS_NC_013364.1_49154_49685_pos,NC_013364.1,ECO111_RS00245,WP_000600725.1,kefF,49154,49685,pos,,glutathione-regulated potassium-efflux system oxidoreductase KefF,,COORDINATES: similar to AA sequence:RefSeq:NP_414588.1,,ECO111_0047
CDS_NC_013364.1_49677_51540_pos,NC_013364.1,ECO111_RS00250,WP_000377129.1,kefC,49677,51540,pos,,glutathione-regulated potassium-efflux system protein KefC,,COORDINATES: similar to AA sequence:RefSeq:NP_414589.1,,ECO111_0048
CDS_NC_013364.1_51731_52211_pos,NC_013364.1,ECO111_RS00255,WP_000624375.1,folA,51731,52211,pos,,type 3 dihydrofolate reductase,,COORDINATES: similar to AA sequence:RefSeq:WP_020456510.1,,ECO111_0049
CDS_NC_013364.1_52231_52411_pos,NC_013364.1,ECO111_RS00260,WP_000998542.1,,52231,52411,pos,,type II toxin-antitoxin system CcdA family antitoxin,,COORDINATES: similar to AA sequence:RefSeq:WP_000998541.1,,ECO111_0050
CDS_NC_013364.1_52509_52977_neg,NC_013364.1,ECO111_RS00265,WP_001248979.1,,52509,52977,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001248983.1,,ECO111_0051
CDS_NC_013364.1_53012_53612_neg,NC_013364.1,ECO111_RS00270,WP_000796358.1,,53012,53612,neg,,DUF4291 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000796364.1,,ECO111_0052
CDS_NC_013364.1_53636_54485_neg,NC_013364.1,ECO111_RS00275,WP_000257163.1,apaH,53636,54485,neg,,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH,,COORDINATES: similar to AA sequence:RefSeq:NP_308081.1,3.6.1.41,ECO111_0053
CDS_NC_013364.1_54491_54869_neg,NC_013364.1,ECO111_RS00280,WP_000610904.1,apaG,54491,54869,neg,,Co2+/Mg2+ efflux protein ApaG,,COORDINATES: similar to AA sequence:RefSeq:NP_308082.1,,ECO111_0054
CDS_NC_013364.1_54871_55693_neg,NC_013364.1,ECO111_RS00285,WP_001065381.1,rsmA,54871,55693,neg,,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA,,COORDINATES: similar to AA sequence:RefSeq:NP_414593.1,2.1.1.182,ECO111_0055
CDS_NC_013364.1_55689_56679_neg,NC_013364.1,ECO111_RS00290,WP_000241270.1,pdxA,55689,56679,neg,,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,,COORDINATES: similar to AA sequence:RefSeq:NP_308084.1,1.1.1.262,ECO111_0056
CDS_NC_013364.1_56678_57965_neg,NC_013364.1,ECO111_RS00295,WP_000800457.1,surA,56678,57965,neg,,peptidylprolyl isomerase SurA,,COORDINATES: similar to AA sequence:RefSeq:NP_308085.1,,ECO111_0057
CDS_NC_013364.1_58017_60372_neg,NC_013364.1,ECO111_RS00300,WP_000746140.1,lptD,58017,60372,neg,,LPS assembly protein LptD,,COORDINATES: similar to AA sequence:RefSeq:NP_414596.1,,ECO111_0058
CDS_NC_013364.1_60626_61442_pos,NC_013364.1,ECO111_RS00305,WP_001200573.1,djlA,60626,61442,pos,,co-chaperone DjlA,,COORDINATES: similar to AA sequence:RefSeq:NP_308087.1,,ECO111_0059
CDS_NC_013364.1_61558_62218_neg,NC_013364.1,ECO111_RS00310,WP_000525182.1,rluA,61558,62218,neg,,bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA,,COORDINATES: similar to AA sequence:RefSeq:NP_414600.1,5.4.99.28,ECO111_0060
CDS_NC_013364.1_62229_65136_neg,NC_013364.1,ECO111_RS00315,WP_001117018.1,rapA,62229,65136,neg,,RNA polymerase-associated protein RapA,,COORDINATES: similar to AA sequence:RefSeq:WP_001117023.1,,ECO111_0061
CDS_NC_013364.1_65300_67652_neg,NC_013364.1,ECO111_RS00320,WP_000035661.1,polB,65300,67652,neg,,DNA polymerase II,,COORDINATES: similar to AA sequence:RefSeq:NP_414602.1,2.7.7.7,ECO111_0062
CDS_NC_013364.1_67726_68422_neg,NC_013364.1,ECO111_RS00325,WP_000888666.1,araD,67726,68422,neg,,L-ribulose-5-phosphate 4-epimerase,,COORDINATES: similar to AA sequence:RefSeq:NP_414603.1,5.1.3.4,ECO111_0063
CDS_NC_013364.1_68590_70093_neg,NC_013364.1,ECO111_RS00330,WP_000151740.1,araA,68590,70093,neg,,L-arabinose isomerase,,COORDINATES: similar to AA sequence:RefSeq:NP_308093.1,5.3.1.4,ECO111_0064
CDS_NC_013364.1_70103_71804_neg,NC_013364.1,ECO111_RS00335,WP_000951783.1,araB,70103,71804,neg,,ribulokinase,,COORDINATES: similar to AA sequence:RefSeq:NP_706016.1,2.7.1.16,ECO111_0065
CDS_NC_013364.1_72142_73021_pos,NC_013364.1,ECO111_RS00340,WP_001341265.1,araC,72142,73021,pos,,arabinose operon transcriptional regulator AraC,,COORDINATES: similar to AA sequence:RefSeq:NP_308095.1,,ECO111_0066
CDS_NC_013364.1_73106_73871_pos,NC_013364.1,ECO111_RS00345,WP_001148402.1,,73106,73871,pos,,DedA family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001148402.1,,ECO111_0067
CDS_NC_013364.1_73984_74683_neg,NC_013364.1,ECO111_RS00350,WP_000916310.1,thiQ,73984,74683,neg,,thiamine ABC transporter ATP-binding protein ThiQ,,COORDINATES: similar to AA sequence:RefSeq:NP_308097.1,,ECO111_0068
CDS_NC_013364.1_74666_76277_neg,NC_013364.1,ECO111_RS00355,WP_000235706.1,thiP,74666,76277,neg,,thiamine/thiamine pyrophosphate ABC transporter permease ThiP,,COORDINATES: similar to AA sequence:RefSeq:NP_706020.1,,ECO111_0069
CDS_NC_013364.1_76252_77236_neg,NC_013364.1,ECO111_RS00360,WP_001295536.1,thiB,76252,77236,neg,,thiamine ABC transporter substrate binding subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_706021.2,,ECO111_0070
CDS_NC_013364.1_77399_79055_neg,NC_013364.1,ECO111_RS00365,WP_001299221.1,sgrR,77399,79055,neg,,DNA-binding transcriptional regulator SgrR,,COORDINATES: similar to AA sequence:RefSeq:NP_308101.1,,ECO111_0071
CDS_NC_013364.1_79143_79275_pos,NC_013364.1,ECO111_RS00370,WP_001248767.1,sgrT,79143,79275,pos,,glucose uptake inhibitor SgrT,,COORDINATES: similar to AA sequence:RefSeq:YP_002791237.1,,ECO111_0072
CDS_NC_013364.1_79376_80555_pos,NC_013364.1,ECO111_RS00375,WP_000637846.1,setA,79376,80555,pos,,sugar efflux transporter SetA,,COORDINATES: similar to AA sequence:RefSeq:YP_025293.1,,ECO111_0073
CDS_NC_013364.1_80603_81209_neg,NC_013364.1,ECO111_RS00380,WP_000818228.1,leuD,80603,81209,neg,,3-isopropylmalate dehydratase small subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_414613.1,4.2.1.33,ECO111_0074
CDS_NC_013364.1_81219_82620_neg,NC_013364.1,ECO111_RS00385,WP_001140652.1,leuC,81219,82620,neg,,3-isopropylmalate dehydratase large subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_414614.1,4.2.1.33,ECO111_0075
CDS_NC_013364.1_82622_83714_neg,NC_013364.1,ECO111_RS00390,WP_000042353.1,leuB,82622,83714,neg,,3-isopropylmalate dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124544.1,1.1.1.85,ECO111_0076
CDS_NC_013364.1_83713_85285_neg,NC_013364.1,ECO111_RS00395,WP_000082846.1,leuA,83713,85285,neg,,2-isopropylmalate synthase,,COORDINATES: similar to AA sequence:RefSeq:WP_016831521.1,2.3.3.13,ECO111_0077
CDS_NC_013364.1_85377_85464_neg,NC_013364.1,ECO111_RS00400,WP_001300467.1,leuL,85377,85464,neg,,leu operon leader peptide,,COORDINATES: similar to AA sequence:RefSeq:NP_308106.1,,ECO111_0078
CDS_NC_013364.1_86122_87067_pos,NC_013364.1,ECO111_RS00405,WP_001297362.1,leuO,86122,87067,pos,,transcriptional regulator LeuO,,COORDINATES: similar to AA sequence:RefSeq:NP_414618.4,,ECO111_0079
CDS_NC_013364.1_87221_87266_neg,NC_013364.1,ECO111_RS34405,WP_128566915.1,,87221,87266,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009518736.1,,
CDS_NC_013364.1_87384_89109_pos,NC_013364.1,ECO111_RS00410,WP_000425657.1,ilvI,87384,89109,pos,,acetolactate synthase 3 large subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_020079613.1,2.2.1.6,ECO111_0080
CDS_NC_013364.1_89111_89603_pos,NC_013364.1,ECO111_RS00415,WP_001252744.1,ilvN,89111,89603,pos,,acetolactate synthase small subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_001563086.1,2.2.1.6,ECO111_0081
CDS_NC_013364.1_89614_89701_pos,NC_013364.1,ECO111_RS00420,WP_001303787.1,,89614,89701,pos,,fruR/shl operon leader peptide,,COORDINATES: similar to AA sequence:RefSeq:NP_308110.1,,ECO111_0082
CDS_NC_013364.1_89782_90787_pos,NC_013364.1,ECO111_RS00425,WP_000762401.1,cra,89782,90787,pos,,catabolite repressor/activator,,COORDINATES: similar to AA sequence:RefSeq:NP_308111.1,,ECO111_0083
CDS_NC_013364.1_91388_91847_pos,NC_013364.1,ECO111_RS00430,WP_001295770.1,mraZ,91388,91847,pos,,division/cell wall cluster transcriptional repressor MraZ,,COORDINATES: similar to AA sequence:RefSeq:WP_020325403.1,,ECO111_0084
CDS_NC_013364.1_91848_92790_pos,NC_013364.1,ECO111_RS00435,WP_000970479.1,rsmH,91848,92790,pos,,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,,COORDINATES: similar to AA sequence:RefSeq:WP_005124563.1,2.1.1.199,ECO111_0085
CDS_NC_013364.1_92786_93152_pos,NC_013364.1,ECO111_RS00440,WP_000625653.1,ftsL,92786,93152,pos,,cell division protein FtsL,,COORDINATES: similar to AA sequence:RefSeq:WP_000625658.1,,ECO111_0086
CDS_NC_013364.1_93167_94934_pos,NC_013364.1,ECO111_RS00445,WP_000642196.1,ftsI,93167,94934,pos,,peptidoglycan glycosyltransferase FtsI,,COORDINATES: similar to AA sequence:RefSeq:WP_000642204.1,3.4.16.4,ECO111_0087
CDS_NC_013364.1_94920_96408_pos,NC_013364.1,ECO111_RS00450,WP_000785152.1,murE,94920,96408,pos,,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",,COORDINATES: similar to AA sequence:RefSeq:NP_308116.1,6.3.2.13,ECO111_0088
CDS_NC_013364.1_96404_97763_pos,NC_013364.1,ECO111_RS00455,WP_000626688.1,murF,96404,97763,pos,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_414628.1,6.3.2.10,ECO111_0089
CDS_NC_013364.1_97756_98839_pos,NC_013364.1,ECO111_RS00460,WP_000964126.1,mraY,97756,98839,pos,,phospho-N-acetylmuramoyl-pentapeptide- transferase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124610.1,2.7.8.13,ECO111_0090
CDS_NC_013364.1_98841_100158_pos,NC_013364.1,ECO111_RS00465,WP_000796468.1,murD,98841,100158,pos,,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124612.1,6.3.2.9,ECO111_0091
CDS_NC_013364.1_100157_101402_pos,NC_013364.1,ECO111_RS00470,WP_001295532.1,ftsW,100157,101402,pos,,cell division protein FtsW,,COORDINATES: similar to AA sequence:RefSeq:NP_308120.1,,ECO111_0092
CDS_NC_013364.1_101398_102466_pos,NC_013364.1,ECO111_RS00475,WP_000016559.1,murG,101398,102466,pos,,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_308121.1,2.4.1.227,ECO111_0093
CDS_NC_013364.1_102519_103995_pos,NC_013364.1,ECO111_RS00480,WP_001096048.1,murC,102519,103995,pos,,UDP-N-acetylmuramate--L-alanine ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_308122.1,6.3.2.8,ECO111_0094
CDS_NC_013364.1_103987_104908_pos,NC_013364.1,ECO111_RS00485,WP_000130056.1,ddlB,103987,104908,pos,,D-alanine--D-alanine ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_414634.1,6.3.2.4,ECO111_0095
CDS_NC_013364.1_104909_105740_pos,NC_013364.1,ECO111_RS00490,WP_000075744.1,ftsQ,104909,105740,pos,,cell division protein FtsQ,,COORDINATES: similar to AA sequence:RefSeq:NP_308124.1,,ECO111_0096
CDS_NC_013364.1_105736_106999_pos,NC_013364.1,ECO111_RS00495,WP_000588474.1,ftsA,105736,106999,pos,,cell division protein FtsA,,COORDINATES: similar to AA sequence:RefSeq:NP_308125.1,,ECO111_0097
CDS_NC_013364.1_107059_108211_pos,NC_013364.1,ECO111_RS00500,WP_000462776.1,ftsZ,107059,108211,pos,,cell division protein FtsZ,,COORDINATES: similar to AA sequence:RefSeq:WP_015965916.1,,ECO111_0098
CDS_NC_013364.1_108311_109229_pos,NC_013364.1,ECO111_RS00505,WP_000595482.1,lpxC,108311,109229,pos,,UDP-3-O-acyl-N-acetylglucosamine deacetylase,,COORDINATES: similar to AA sequence:RefSeq:NP_308127.1,3.5.1.108,ECO111_0099
CDS_NC_013364.1_109459_109972_pos,NC_013364.1,ECO111_RS00510,WP_000014321.1,secM,109459,109972,pos,,secA regulator SecM,,COORDINATES: similar to AA sequence:RefSeq:NP_414639.2,,ECO111_0100
CDS_NC_013364.1_110033_112739_pos,NC_013364.1,ECO111_RS00515,WP_000905796.1,secA,110033,112739,pos,,preprotein translocase subunit SecA,,COORDINATES: similar to AA sequence:RefSeq:NP_414640.1,,ECO111_0101
CDS_NC_013364.1_112798_113188_pos,NC_013364.1,ECO111_RS00520,WP_000736013.1,mutT,112798,113188,pos,,8-oxo-dGTP diphosphatase MutT,,COORDINATES: similar to AA sequence:RefSeq:NP_414641.1,3.6.1.55,ECO111_0102
CDS_NC_013364.1_113288_113486_neg,NC_013364.1,ECO111_RS00530,WP_000005042.1,yacG,113288,113486,neg,,DNA gyrase inhibitor YacG,,COORDINATES: similar to AA sequence:RefSeq:NP_308132.1,,ECO111_0103
CDS_NC_013364.1_113495_114239_neg,NC_013364.1,ECO111_RS00535,WP_001194734.1,zapD,113495,114239,neg,,cell division protein ZapD,,COORDINATES: similar to AA sequence:RefSeq:NP_414644.1,,ECO111_0104
CDS_NC_013364.1_114238_114859_neg,NC_013364.1,ECO111_RS00540,WP_001269520.1,coaE,114238,114859,neg,,dephospho-CoA kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_308134.1,2.7.1.24,ECO111_0105
CDS_NC_013364.1_114883_114928_pos,NC_013364.1,ECO111_RS34410,WP_120795372.1,,114883,114928,pos,,protein YacM,,COORDINATES: similar to AA sequence:RefSeq:YP_009518737.1,,
CDS_NC_013364.1_115083_116127_pos,NC_013364.1,ECO111_RS00545,WP_001217338.1,guaC,115083,116127,pos,,GMP reductase,,COORDINATES: similar to AA sequence:RefSeq:WP_008461816.1,1.7.1.7,ECO111_0106
CDS_NC_013364.1_116161_117364_neg,NC_013364.1,ECO111_RS00550,WP_000157234.1,hofC,116161,117364,neg,,protein transport protein HofC,,COORDINATES: similar to AA sequence:RefSeq:NP_414648.1,,ECO111_0107
CDS_NC_013364.1_117353_118739_neg,NC_013364.1,ECO111_RS00555,WP_001025155.1,gspE,117353,118739,neg,,type II secretion system protein GspE,,COORDINATES: similar to AA sequence:RefSeq:NP_414649.1,,ECO111_0108
CDS_NC_013364.1_118748_119189_neg,NC_013364.1,ECO111_RS00560,WP_000360902.1,ppdD,118748,119189,neg,,prepilin peptidase-dependent pilin,,COORDINATES: similar to AA sequence:RefSeq:NP_414650.1,,ECO111_0109
CDS_NC_013364.1_119391_120285_neg,NC_013364.1,ECO111_RS00570,WP_001135174.1,nadC,119391,120285,neg,,carboxylating nicotinate-nucleotide diphosphorylase,,COORDINATES: similar to AA sequence:RefSeq:NP_414651.1,,ECO111_0110
CDS_NC_013364.1_120372_120924_pos,NC_013364.1,ECO111_RS00575,WP_000923721.1,ampD,120372,120924,pos,,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",,COORDINATES: similar to AA sequence:RefSeq:NP_414652.1,3.5.1.28,ECO111_0111
CDS_NC_013364.1_120920_121775_pos,NC_013364.1,ECO111_RS00580,WP_000172003.1,ampE,120920,121775,pos,,beta-lactamase regulator AmpE,,COORDINATES: similar to AA sequence:RefSeq:NP_414653.1,,ECO111_0112
CDS_NC_013364.1_121817_123191_neg,NC_013364.1,ECO111_RS00585,WP_000969915.1,aroP,121817,123191,neg,,aromatic amino acid transporter AroP,,COORDINATES: similar to AA sequence:RefSeq:NP_414654.1,,ECO111_0113
CDS_NC_013364.1_123731_124496_pos,NC_013364.1,ECO111_RS00590,WP_000331776.1,pdhR,123731,124496,pos,,pyruvate dehydrogenase complex transcriptional repressor PdhR,,COORDINATES: similar to AA sequence:RefSeq:NP_308144.1,,ECO111_0114
CDS_NC_013364.1_124656_127320_pos,NC_013364.1,ECO111_RS00595,WP_000003820.1,aceE,124656,127320,pos,,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type",,COORDINATES: similar to AA sequence:RefSeq:WP_008814576.1,1.2.4.1,ECO111_0115
