,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag
CDS_NC_009800.1_10641_11355_neg,NC_009800.1,ECHS_RS00060,WP_001102383.1,msyB,10641,11355,neg,,acidic protein MsyB,,COORDINATES: similar to AA sequence:RefSeq:NP_414552.1,,EcHS_A0012
CDS_NC_009800.1_11380_11785_neg,NC_009800.1,ECHS_RS00065,WP_000843559.1,,11380,11785,neg,,DUF2541 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_705972.1,,EcHS_A0013
CDS_NC_009800.1_12161_14078_pos,NC_009800.1,ECHS_RS00070,WP_000516140.1,dnaK,12161,14078,pos,,molecular chaperone DnaK,,COORDINATES: similar to AA sequence:RefSeq:WP_001737966.1,,EcHS_A0015
CDS_NC_009800.1_14166_15297_pos,NC_009800.1,ECHS_RS00075,WP_001118464.1,dnaJ,14166,15297,pos,,molecular chaperone DnaJ,,COORDINATES: similar to AA sequence:RefSeq:NP_308042.1,,EcHS_A0016
CDS_NC_009800.1_15559_16672_neg,NC_009800.1,ECHS_RS00080,WP_001300563.1,,15559,16672,neg,,IS4-like element IS421 family transposase,,COORDINATES: similar to AA sequence:RefSeq:NP_414557.1,,EcHS_A0017
CDS_NC_009800.1_16749_16959_neg,NC_009800.1,ECHS_RS00085,WP_000935262.1,mokC,16749,16959,neg,,type I toxin-antitoxin system Hok family toxin,,COORDINATES: similar to AA sequence:RefSeq:NP_414559.1,,EcHS_A0018
CDS_NC_009800.1_17487_18654_pos,NC_009800.1,ECHS_RS00090,WP_000681360.1,nhaA,17487,18654,pos,,Na+/H+ antiporter NhaA,,COORDINATES: similar to AA sequence:RefSeq:NP_308044.1,,EcHS_A0019
CDS_NC_009800.1_18719_19619_pos,NC_009800.1,ECHS_RS00095,WP_001300855.1,nhaR,18719,19619,pos,,transcriptional activator NhaR,,COORDINATES: similar to AA sequence:RefSeq:NP_705976.2,,EcHS_A0020
CDS_NC_009800.1_19657_20616_neg,NC_009800.1,ECHS_RS25285,,,19657,20616,neg,True,fimbrial family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000871680.1,,EcHS_A0021
CDS_NC_009800.1_20628_21960_neg,NC_009800.1,ECHS_RS00110,,,20628,21960,neg,True,fimbria/pilus outer membrane usher protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308049.1,,EcHS_A0023
CDS_NC_009800.1_22206_23627_neg,NC_009800.1,ECHS_RS00115,,espX1,22206,23627,neg,True,type III secretion system effector EspX1,,COORDINATES: similar to AA sequence:RefSeq:NP_308052.1,,
CDS_NC_009800.1_24110_24374_neg,NC_009800.1,ECHS_RS00120,WP_001274021.1,rpsT,24110,24374,neg,,30S ribosomal protein S20,,COORDINATES: similar to AA sequence:RefSeq:WP_006117633.1,,EcHS_A0025
CDS_NC_009800.1_24476_24695_pos,NC_009800.1,ECHS_RS00125,WP_001295417.1,,24476,24695,pos,,DUF2575 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_414565.1,,EcHS_A0026
CDS_NC_009800.1_24702_25644_pos,NC_009800.1,ECHS_RS00130,WP_000767329.1,ribF,24702,25644,pos,,bifunctional riboflavin kinase/FAD synthetase,,COORDINATES: similar to AA sequence:RefSeq:NP_308055.1,2.7.1.26,EcHS_A0027
CDS_NC_009800.1_25686_28503_pos,NC_009800.1,ECHS_RS00135,WP_001286836.1,ileS,25686,28503,pos,,isoleucine--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124083.1,6.1.1.5,EcHS_A0028
CDS_NC_009800.1_28502_28997_pos,NC_009800.1,ECHS_RS00140,WP_000083369.1,lspA,28502,28997,pos,,signal peptidase II,,COORDINATES: similar to AA sequence:RefSeq:NP_414568.1,3.4.23.36,EcHS_A0029
CDS_NC_009800.1_29084_29534_pos,NC_009800.1,ECHS_RS00145,WP_000004655.1,fkpB,29084,29534,pos,,FKBP-type peptidyl-prolyl cis-trans isomerase,,COORDINATES: similar to AA sequence:RefSeq:NP_308058.1,5.2.1.8,EcHS_A0030
CDS_NC_009800.1_29535_30486_pos,NC_009800.1,ECHS_RS00150,WP_001166405.1,ispH,29535,30486,pos,,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124087.1,1.17.7.4,EcHS_A0031
CDS_NC_009800.1_30551_31466_pos,NC_009800.1,ECHS_RS00155,WP_001239133.1,rihC,30551,31466,pos,,ribonucleoside hydrolase RihC,,COORDINATES: similar to AA sequence:RefSeq:NP_414571.1,,EcHS_A0032
CDS_NC_009800.1_31632_32454_pos,NC_009800.1,ECHS_RS00160,WP_000543605.1,dapB,31632,32454,pos,,4-hydroxy-tetrahydrodipicolinate reductase,,COORDINATES: similar to AA sequence:RefSeq:NP_414572.1,1.17.1.8,EcHS_A0033
CDS_NC_009800.1_32909_34058_pos,NC_009800.1,ECHS_RS00175,WP_000597260.1,carA,32909,34058,pos,,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_308062.1,6.3.5.5,EcHS_A0035
CDS_NC_009800.1_34075_37297_pos,NC_009800.1,ECHS_RS00180,WP_001126376.1,carB,34075,37297,pos,,carbamoyl-phosphate synthase large subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_308063.1,6.3.5.5,EcHS_A0036
CDS_NC_009800.1_37557_37953_pos,NC_009800.1,ECHS_RS00190,WP_000333120.1,caiF,37557,37953,pos,,carnitine metabolism transcriptional regulator CaiF,,COORDINATES: similar to AA sequence:RefSeq:NP_414576.4,,EcHS_A0038
CDS_NC_009800.1_38038_38629_neg,NC_009800.1,ECHS_RS00195,WP_000122876.1,caiE,38038,38629,neg,,carnitine operon protein CaiE,,COORDINATES: similar to AA sequence:RefSeq:NP_308065.2,,EcHS_A0039
CDS_NC_009800.1_38634_39420_neg,NC_009800.1,ECHS_RS00200,WP_000004397.1,caiD,38634,39420,neg,,crotonobetainyl-CoA hydratase,,COORDINATES: similar to AA sequence:RefSeq:NP_414578.2,4.2.1.149,EcHS_A0040
CDS_NC_009800.1_39528_41082_neg,NC_009800.1,ECHS_RS00205,WP_001297614.1,caiC,39528,41082,neg,,crotonobetaine/carnitine-CoA ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_308067.2,6.2.1.48,EcHS_A0041
CDS_NC_009800.1_41155_42373_neg,NC_009800.1,ECHS_RS00210,WP_000349932.1,caiB,41155,42373,neg,,L-carnitine CoA-transferase,,COORDINATES: similar to AA sequence:RefSeq:NP_705994.1,2.8.3.21,EcHS_A0042
CDS_NC_009800.1_42501_43644_neg,NC_009800.1,ECHS_RS00215,WP_000347117.1,caiA,42501,43644,neg,,crotonobetainyl-CoA dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124373.1,1.3.8.13,EcHS_A0043
CDS_NC_009800.1_43674_45189_neg,NC_009800.1,ECHS_RS00220,WP_000787103.1,caiT,43674,45189,neg,,L-carnitine/gamma-butyrobetaine antiport BCCT transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_414582.1,,EcHS_A0044
CDS_NC_009800.1_45662_46433_pos,NC_009800.1,ECHS_RS00225,WP_000692204.1,,45662,46433,pos,,electron transfer flavoprotein FixA,,COORDINATES: similar to AA sequence:RefSeq:NP_414583.2,,EcHS_A0047
CDS_NC_009800.1_46447_47389_pos,NC_009800.1,ECHS_RS00230,WP_001091528.1,,46447,47389,pos,,electron transfer flavoprotein subunit alpha/FixB family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_414584.1,,EcHS_A0048
CDS_NC_009800.1_47439_48726_pos,NC_009800.1,ECHS_RS00235,WP_001287715.1,,47439,48726,pos,,FAD-dependent oxidoreductase,,COORDINATES: similar to AA sequence:RefSeq:NP_414585.1,,EcHS_A0049
CDS_NC_009800.1_48722_49010_pos,NC_009800.1,ECHS_RS00240,WP_000203741.1,fixX,48722,49010,pos,,ferredoxin-like protein FixX,,COORDINATES: similar to AA sequence:RefSeq:NP_308074.1,,EcHS_A0050
CDS_NC_009800.1_49068_50400_pos,NC_009800.1,ECHS_RS00245,WP_001183198.1,,49068,50400,pos,,MFS transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_414587.1,,EcHS_A0051
CDS_NC_009800.1_50507_51038_pos,NC_009800.1,ECHS_RS00250,WP_000600725.1,kefF,50507,51038,pos,,glutathione-regulated potassium-efflux system oxidoreductase KefF,,COORDINATES: similar to AA sequence:RefSeq:NP_414588.1,,EcHS_A0052
CDS_NC_009800.1_51030_52893_pos,NC_009800.1,ECHS_RS00255,WP_000377129.1,kefC,51030,52893,pos,,glutathione-regulated potassium-efflux system protein KefC,,COORDINATES: similar to AA sequence:RefSeq:NP_414589.1,,EcHS_A0053
CDS_NC_009800.1_53084_53564_pos,NC_009800.1,ECHS_RS00260,WP_000624375.1,folA,53084,53564,pos,,type 3 dihydrofolate reductase,,COORDINATES: similar to AA sequence:RefSeq:WP_020456510.1,,EcHS_A0054
CDS_NC_009800.1_53641_54484_neg,NC_009800.1,ECHS_RS00265,WP_000257186.1,apaH,53641,54484,neg,,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) ApaH,,COORDINATES: similar to AA sequence:RefSeq:NP_706005.1,3.6.1.41,EcHS_A0055
CDS_NC_009800.1_54490_54868_neg,NC_009800.1,ECHS_RS00270,WP_000610901.1,apaG,54490,54868,neg,,Co2+/Mg2+ efflux protein ApaG,,COORDINATES: similar to AA sequence:RefSeq:NP_308082.1,,EcHS_A0056
CDS_NC_009800.1_54870_55692_neg,NC_009800.1,ECHS_RS00275,WP_001065381.1,rsmA,54870,55692,neg,,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA,,COORDINATES: similar to AA sequence:RefSeq:NP_414593.1,2.1.1.182,EcHS_A0057
CDS_NC_009800.1_55688_56678_neg,NC_009800.1,ECHS_RS00280,WP_000241259.1,pdxA,55688,56678,neg,,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,,COORDINATES: similar to AA sequence:RefSeq:NP_308084.1,1.1.1.262,EcHS_A0058
CDS_NC_009800.1_56677_57964_neg,NC_009800.1,ECHS_RS00285,WP_000800460.1,surA,56677,57964,neg,,peptidylprolyl isomerase SurA,,COORDINATES: similar to AA sequence:RefSeq:NP_308085.1,,EcHS_A0059
CDS_NC_009800.1_58016_60371_neg,NC_009800.1,ECHS_RS00290,WP_000746151.1,lptD,58016,60371,neg,,LPS assembly protein LptD,,COORDINATES: similar to AA sequence:RefSeq:NP_414596.1,,EcHS_A0060
CDS_NC_009800.1_60625_61441_pos,NC_009800.1,ECHS_RS00295,WP_001200558.1,djlA,60625,61441,pos,,co-chaperone DjlA,,COORDINATES: similar to AA sequence:RefSeq:NP_308087.1,,EcHS_A0061
CDS_NC_009800.1_61557_62217_neg,NC_009800.1,ECHS_RS00300,WP_000525176.1,rluA,61557,62217,neg,,bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA,,COORDINATES: similar to AA sequence:RefSeq:NP_414600.1,5.4.99.28,EcHS_A0062
CDS_NC_009800.1_62228_65135_neg,NC_009800.1,ECHS_RS00305,WP_001117027.1,rapA,62228,65135,neg,,RNA polymerase-associated protein RapA,,COORDINATES: similar to AA sequence:RefSeq:WP_001117023.1,,EcHS_A0063
CDS_NC_009800.1_65299_67651_neg,NC_009800.1,ECHS_RS00310,WP_000035672.1,polB,65299,67651,neg,,DNA polymerase II,,COORDINATES: similar to AA sequence:RefSeq:NP_414602.1,2.7.7.7,EcHS_A0064
CDS_NC_009800.1_67725_68421_neg,NC_009800.1,ECHS_RS00315,WP_000888666.1,araD,67725,68421,neg,,L-ribulose-5-phosphate 4-epimerase,,COORDINATES: similar to AA sequence:RefSeq:NP_414603.1,5.1.3.4,EcHS_A0065
CDS_NC_009800.1_68589_70092_neg,NC_009800.1,ECHS_RS00320,WP_000151734.1,araA,68589,70092,neg,,L-arabinose isomerase,,COORDINATES: similar to AA sequence:RefSeq:NP_308093.1,5.3.1.4,EcHS_A0066
CDS_NC_009800.1_70102_71803_neg,NC_009800.1,ECHS_RS00325,WP_000951795.1,araB,70102,71803,neg,,ribulokinase,,COORDINATES: similar to AA sequence:RefSeq:NP_706016.1,2.7.1.16,EcHS_A0067
CDS_NC_009800.1_72141_73020_pos,NC_009800.1,ECHS_RS00330,WP_001300811.1,araC,72141,73020,pos,,arabinose operon transcriptional regulator AraC,,COORDINATES: similar to AA sequence:RefSeq:NP_308095.1,,EcHS_A0068
CDS_NC_009800.1_73105_73870_pos,NC_009800.1,ECHS_RS00335,WP_001148403.1,,73105,73870,pos,,DedA family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_706018.1,,EcHS_A0069
CDS_NC_009800.1_73983_74682_neg,NC_009800.1,ECHS_RS00340,WP_000916291.1,thiQ,73983,74682,neg,,thiamine ABC transporter ATP-binding protein ThiQ,,COORDINATES: similar to AA sequence:RefSeq:NP_308097.1,,EcHS_A0070
CDS_NC_009800.1_74665_76276_neg,NC_009800.1,ECHS_RS00345,WP_000235696.1,thiP,74665,76276,neg,,thiamine/thiamine pyrophosphate ABC transporter permease ThiP,,COORDINATES: similar to AA sequence:RefSeq:NP_706020.1,,EcHS_A0071
CDS_NC_009800.1_76251_77235_neg,NC_009800.1,ECHS_RS00350,WP_001300656.1,thiB,76251,77235,neg,,thiamine ABC transporter substrate binding subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_414610.1,,EcHS_A0072
CDS_NC_009800.1_77398_79054_neg,NC_009800.1,ECHS_RS00355,WP_012000901.1,sgrR,77398,79054,neg,,DNA-binding transcriptional regulator SgrR,,COORDINATES: similar to AA sequence:RefSeq:NP_414611.1,,EcHS_A0074
CDS_NC_009800.1_79142_79274_pos,NC_009800.1,ECHS_RS00360,WP_001248770.1,sgrT,79142,79274,pos,,glucose uptake inhibitor SgrT,,COORDINATES: similar to AA sequence:RefSeq:YP_002791237.1,,
CDS_NC_009800.1_79375_80554_pos,NC_009800.1,ECHS_RS00365,WP_000637848.1,setA,79375,80554,pos,,sugar efflux transporter SetA,,COORDINATES: similar to AA sequence:RefSeq:YP_025293.1,,EcHS_A0075
CDS_NC_009800.1_80602_81208_neg,NC_009800.1,ECHS_RS00370,WP_000818222.1,leuD,80602,81208,neg,,3-isopropylmalate dehydratase small subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_414613.1,4.2.1.33,EcHS_A0076
CDS_NC_009800.1_81218_82619_neg,NC_009800.1,ECHS_RS00375,WP_001140641.1,leuC,81218,82619,neg,,3-isopropylmalate dehydratase large subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_414614.1,4.2.1.33,EcHS_A0077
CDS_NC_009800.1_82621_83713_neg,NC_009800.1,ECHS_RS00380,WP_000042353.1,leuB,82621,83713,neg,,3-isopropylmalate dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124544.1,1.1.1.85,EcHS_A0078
CDS_NC_009800.1_83712_85284_neg,NC_009800.1,ECHS_RS00385,WP_000082846.1,leuA,83712,85284,neg,,2-isopropylmalate synthase,,COORDINATES: similar to AA sequence:RefSeq:WP_016831521.1,2.3.3.13,EcHS_A0079
CDS_NC_009800.1_85376_85463_neg,NC_009800.1,ECHS_RS00390,WP_001300467.1,leuL,85376,85463,neg,,leu operon leader peptide,,COORDINATES: similar to AA sequence:RefSeq:NP_308106.1,,EcHS_A0080
CDS_NC_009800.1_86122_87067_pos,NC_009800.1,ECHS_RS00395,WP_001297362.1,leuO,86122,87067,pos,,transcriptional regulator LeuO,,COORDINATES: similar to AA sequence:RefSeq:NP_414618.4,,EcHS_A0081
CDS_NC_009800.1_87221_87266_neg,NC_009800.1,ECHS_RS25725,WP_128566915.1,,87221,87266,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009518736.1,,
CDS_NC_009800.1_87384_89109_pos,NC_009800.1,ECHS_RS00400,WP_000425657.1,ilvI,87384,89109,pos,,acetolactate synthase 3 large subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_020079613.1,2.2.1.6,EcHS_A0083
CDS_NC_009800.1_89111_89603_pos,NC_009800.1,ECHS_RS00405,WP_001252744.1,ilvN,89111,89603,pos,,acetolactate synthase small subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_001563086.1,2.2.1.6,EcHS_A0084
CDS_NC_009800.1_89614_89701_pos,NC_009800.1,ECHS_RS00410,WP_001303787.1,,89614,89701,pos,,fruR/shl operon leader peptide,,COORDINATES: similar to AA sequence:RefSeq:NP_308110.1,,
CDS_NC_009800.1_89782_90787_pos,NC_009800.1,ECHS_RS00415,WP_000762401.1,cra,89782,90787,pos,,catabolite repressor/activator,,COORDINATES: similar to AA sequence:RefSeq:NP_308111.1,,EcHS_A0086
CDS_NC_009800.1_91388_91847_pos,NC_009800.1,ECHS_RS00420,WP_001295770.1,mraZ,91388,91847,pos,,division/cell wall cluster transcriptional repressor MraZ,,COORDINATES: similar to AA sequence:RefSeq:WP_020325403.1,,EcHS_A0087
CDS_NC_009800.1_91848_92790_pos,NC_009800.1,ECHS_RS00425,WP_000970479.1,rsmH,91848,92790,pos,,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,,COORDINATES: similar to AA sequence:RefSeq:WP_005124563.1,2.1.1.199,EcHS_A0088
CDS_NC_009800.1_92786_93152_pos,NC_009800.1,ECHS_RS00430,WP_000625658.1,ftsL,92786,93152,pos,,cell division protein FtsL,,COORDINATES: similar to AA sequence:RefSeq:WP_000625658.1,,EcHS_A0089
CDS_NC_009800.1_93167_94934_pos,NC_009800.1,ECHS_RS00435,WP_000642204.1,ftsI,93167,94934,pos,,peptidoglycan glycosyltransferase FtsI,,COORDINATES: similar to AA sequence:RefSeq:WP_000642204.1,3.4.16.4,EcHS_A0090
CDS_NC_009800.1_94920_96408_pos,NC_009800.1,ECHS_RS00440,WP_000785124.1,murE,94920,96408,pos,,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",,COORDINATES: similar to AA sequence:RefSeq:NP_414627.1,6.3.2.13,EcHS_A0091
CDS_NC_009800.1_96404_97763_pos,NC_009800.1,ECHS_RS00445,WP_000626688.1,murF,96404,97763,pos,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_414628.1,6.3.2.10,EcHS_A0092
CDS_NC_009800.1_97756_98839_pos,NC_009800.1,ECHS_RS00450,WP_000964131.1,mraY,97756,98839,pos,,phospho-N-acetylmuramoyl-pentapeptide- transferase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124610.1,2.7.8.13,EcHS_A0093
CDS_NC_009800.1_98841_100158_pos,NC_009800.1,ECHS_RS00455,WP_000796481.1,murD,98841,100158,pos,,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_005124612.1,6.3.2.9,EcHS_A0094
CDS_NC_009800.1_100157_101402_pos,NC_009800.1,ECHS_RS00460,WP_001295532.1,ftsW,100157,101402,pos,,cell division protein FtsW,,COORDINATES: similar to AA sequence:RefSeq:NP_308120.1,,EcHS_A0095
CDS_NC_009800.1_101398_102466_pos,NC_009800.1,ECHS_RS00465,WP_000016569.1,murG,101398,102466,pos,,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_414632.1,2.4.1.227,EcHS_A0096
CDS_NC_009800.1_102519_103995_pos,NC_009800.1,ECHS_RS00470,WP_001096048.1,murC,102519,103995,pos,,UDP-N-acetylmuramate--L-alanine ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_308122.1,6.3.2.8,EcHS_A0097
CDS_NC_009800.1_103987_104908_pos,NC_009800.1,ECHS_RS00475,WP_000130056.1,ddlB,103987,104908,pos,,D-alanine--D-alanine ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_414634.1,6.3.2.4,EcHS_A0098
CDS_NC_009800.1_104909_105740_pos,NC_009800.1,ECHS_RS00480,WP_000075744.1,ftsQ,104909,105740,pos,,cell division protein FtsQ,,COORDINATES: similar to AA sequence:RefSeq:NP_308124.1,,EcHS_A0099
CDS_NC_009800.1_105736_106999_pos,NC_009800.1,ECHS_RS00485,WP_000588474.1,ftsA,105736,106999,pos,,cell division protein FtsA,,COORDINATES: similar to AA sequence:RefSeq:NP_308125.1,,EcHS_A0100
CDS_NC_009800.1_107059_108211_pos,NC_009800.1,ECHS_RS00490,WP_000462776.1,ftsZ,107059,108211,pos,,cell division protein FtsZ,,COORDINATES: similar to AA sequence:RefSeq:WP_015965916.1,,EcHS_A0101
CDS_NC_009800.1_108311_109229_pos,NC_009800.1,ECHS_RS00495,WP_000595482.1,lpxC,108311,109229,pos,,UDP-3-O-acyl-N-acetylglucosamine deacetylase,,COORDINATES: similar to AA sequence:RefSeq:NP_308127.1,3.5.1.108,EcHS_A0102
CDS_NC_009800.1_109459_109972_pos,NC_009800.1,ECHS_RS00500,WP_000014321.1,secM,109459,109972,pos,,secA regulator SecM,,COORDINATES: similar to AA sequence:RefSeq:NP_414639.2,,EcHS_A0103
CDS_NC_009800.1_110033_112739_pos,NC_009800.1,ECHS_RS00505,WP_000905795.1,secA,110033,112739,pos,,preprotein translocase subunit SecA,,COORDINATES: similar to AA sequence:RefSeq:NP_414640.1,,EcHS_A0104
CDS_NC_009800.1_112798_113188_pos,NC_009800.1,ECHS_RS00510,WP_000736013.1,mutT,112798,113188,pos,,8-oxo-dGTP diphosphatase MutT,,COORDINATES: similar to AA sequence:RefSeq:NP_414641.1,3.6.1.55,EcHS_A0105
CDS_NC_009800.1_113287_113485_neg,NC_009800.1,ECHS_RS00520,WP_000005042.1,yacG,113287,113485,neg,,DNA gyrase inhibitor YacG,,COORDINATES: similar to AA sequence:RefSeq:NP_308132.1,,EcHS_A0106
CDS_NC_009800.1_113494_114238_neg,NC_009800.1,ECHS_RS00525,WP_001194734.1,zapD,113494,114238,neg,,cell division protein ZapD,,COORDINATES: similar to AA sequence:RefSeq:NP_414644.1,,EcHS_A0107
CDS_NC_009800.1_114237_114858_neg,NC_009800.1,ECHS_RS00530,WP_001269520.1,coaE,114237,114858,neg,,dephospho-CoA kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_308134.1,2.7.1.24,EcHS_A0108
CDS_NC_009800.1_114882_114927_pos,NC_009800.1,ECHS_RS25730,WP_120795372.1,,114882,114927,pos,,protein YacM,,COORDINATES: similar to AA sequence:RefSeq:YP_009518737.1,,
CDS_NC_009800.1_115082_116126_pos,NC_009800.1,ECHS_RS00535,WP_001217338.1,guaC,115082,116126,pos,,GMP reductase,,COORDINATES: similar to AA sequence:RefSeq:WP_008461816.1,1.7.1.7,EcHS_A0109
CDS_NC_009800.1_116160_117363_neg,NC_009800.1,ECHS_RS00540,WP_000157234.1,hofC,116160,117363,neg,,protein transport protein HofC,,COORDINATES: similar to AA sequence:RefSeq:NP_414648.1,,EcHS_A0110
CDS_NC_009800.1_117352_118738_neg,NC_009800.1,ECHS_RS00545,WP_001025155.1,gspE,117352,118738,neg,,type II secretion system protein GspE,,COORDINATES: similar to AA sequence:RefSeq:NP_414649.1,,EcHS_A0111
CDS_NC_009800.1_118747_119188_neg,NC_009800.1,ECHS_RS00550,WP_000360902.1,ppdD,118747,119188,neg,,prepilin peptidase-dependent pilin,,COORDINATES: similar to AA sequence:RefSeq:NP_414650.1,,EcHS_A0112
CDS_NC_009800.1_119390_120284_neg,NC_009800.1,ECHS_RS00560,WP_001135187.1,nadC,119390,120284,neg,,carboxylating nicotinate-nucleotide diphosphorylase,,COORDINATES: similar to AA sequence:RefSeq:NP_414651.1,,EcHS_A0113
CDS_NC_009800.1_120371_120923_pos,NC_009800.1,ECHS_RS00565,WP_000923721.1,ampD,120371,120923,pos,,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",,COORDINATES: similar to AA sequence:RefSeq:NP_414652.1,3.5.1.28,EcHS_A0114
CDS_NC_009800.1_120919_121774_pos,NC_009800.1,ECHS_RS00570,WP_000172005.1,ampE,120919,121774,pos,,beta-lactamase regulator AmpE,,COORDINATES: similar to AA sequence:RefSeq:NP_414653.1,,EcHS_A0115
CDS_NC_009800.1_121816_123190_neg,NC_009800.1,ECHS_RS00575,WP_000969915.1,aroP,121816,123190,neg,,aromatic amino acid transporter AroP,,COORDINATES: similar to AA sequence:RefSeq:NP_414654.1,,EcHS_A0116
CDS_NC_009800.1_123730_124495_pos,NC_009800.1,ECHS_RS00580,WP_000331776.1,pdhR,123730,124495,pos,,pyruvate dehydrogenase complex transcriptional repressor PdhR,,COORDINATES: similar to AA sequence:RefSeq:NP_308144.1,,EcHS_A0117
CDS_NC_009800.1_124655_127319_pos,NC_009800.1,ECHS_RS00585,WP_000003820.1,aceE,124655,127319,pos,,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type",,COORDINATES: similar to AA sequence:RefSeq:WP_008814576.1,1.2.4.1,EcHS_A0118
